0 -32.162 -21.873 12.261 -28.077 -26.953 -28.691 -23.947 -25.879
1 -17.351 -8.2284 -30.16 -28.348 -13.972 -13.776 -28.323 -30.907
2 -22.57 -14.238 -20.286 -16.882 -20.536 -28.898 -2.7474 -33.633
3 -23.03 -28.69 -27.127 -23.527 -16.374 -18.158 -14.414 -18.537
4 -28.279 -23.337 -28.226 -19.725 -20.049 -31.929 -28.217 25.692
5 -26.789 -23.204 18.86 -29.17 -19.098 -20.143 -34.57 25.285
6 -33.995 -16.527 -25.6 -25.684 -30.223 -30.049 -25.863 22.475
7 -29.843 -21.617 -32.49 -16.136 -20.066 -10.231 -18.538 -35.953
8 -23.647 -28.891 14.96 -21.37 -23.903 -23.966 -27.649 25.549
9 -20.101 -32.74 -29.918 -21.66 -17.251 -19.375 -29.586 -21.232
10 -19.401 -17.727 4.5094 -17.713 -10.692 -22.266 -20.541 -27.133
11 -30.357 -23.331 -14.908 -16.139 -6.177 -24.555 -22.736 -36.042
12 -23.202 -19.186 -7.4167 -21.379 -21.192 -25.717 -19.92 23.571
13 -28.67 -19.512 -18.151 -16.632 -14.533 -34.229 -16.807 -32.12
14 -24.813 -26.276 -24.298 -23.339 -10.623 -11.187 -22.384 -24.609
