0 2.058 7.758 7.3197 7.7204 0.30126
1 5.3762 2.4468 0.24162 4.7053 -4.4635
2 -2.002 16.44 -4.8621 6.4617 -0.33191
3 5.399 16.877 5.8336 8.5833 -5.5232
4 6.1317 4.9152 6.9124 -1.169 -7.7167
5 3.6281 -6.2323 8.1619 -3.7252 -7.6757
6 -5.7816 -2.0553 -4.27 0.75444 -7.5297
7 5.0157 5.2756 0.026793 0.015132 -6.3081
8 4.4809 -1.1629 8.4214 -2.2597 -8.3424
9 2.1515 15.615 -1.07 7.6501 2.4175
10 -1.4937 18.687 7.3055 1.6209 -3.9524
11 4.8385 -8.6055 -0.55376 -4.6033 -0.060784
12 2.4623 -8.4809 -1.0284 0.25528 -8.3489
13 -3.7269 6.1032 2.9915 5.1902 4.7448
14 -2.9832 -3.287 3.0713 3.6927 3.3707
