0 -4.3318e+00 -5.7054e+00 3.4816e+00 -1.0072e+00 -2.3661e+00
1 -4.1771e+00 -4.2842e+00 -2.4955e-01 1.9684e+00 -6.4935e-01
2 1.1468e+00 -5.0421e+00 5.7703e+00 3.1275e+00 -2.2895e+00
3 5.3020e-01 1.5732e+00 2.9736e+00 3.0668e+00 3.6463e+00
4 -2.8135e+00 -1.3724e-02 4.5531e+00 -4.0808e-01 -1.8410e+00
5 1.0801e+00 -8.7173e+00 6.0373e+00 2.9752e+00 -7.2471e-01
6 -2.0412e+00 -7.2782e+00 2.0222e+00 5.0630e+00 -1.6503e+00
7 -3.4337e+00 5.1875e+00 1.0200e+01 -2.0686e+00 3.0853e+00
8 -1.9443e+00 1.9610e+00 3.6309e+00 6.5441e-01 5.6770e+00
9 -2.1513e-01 -1.8348e-01 -3.2370e+00 6.2879e+00 4.0492e+00
10 5.9480e+00 -5.6208e+00 5.1032e-01 4.7559e+00 1.2757e+00
11 -2.4721e-02 -4.3165e+00 6.9533e+00 3.8142e+00 -5.4753e+00
12 2.2260e+00 -8.7773e-01 -1.8804e+00 -1.7194e-01 3.7087e+00
13 -3.7959e+00 6.3737e+00 1.2254e+01 6.3429e+00 1.6920e+00
14 7.1166e-01 3.5278e+00 8.0947e+00 8.3862e+00 8.8849e-01
15 -2.6826e+00 -8.8023e+00 6.0636e+00 -9.3043e-01 -6.3121e-01
16 2.4191e+00 -5.5437e+00 1.5345e+00 9.7572e-01 2.5312e+00
17 1.0842e+00 9.7155e-01 5.0277e+00 3.2504e+00 -3.7429e+00
18 8.1332e-01 -9.2209e+00 9.0971e+00 1.8780e+00 3.2716e+00
19 1.7018e+00 -7.3445e+00 9.1001e+00 -9.1654e-01 -4.4234e-01
20 -9.9051e-01 -8.0270e+00 6.2847e+00 2.1639e+00 -2.7771e-01
21 1.9263e-01 3.5821e-01 -5.0018e+00 -4.9513e+00 6.8822e+00
22 1.2283e+00 4.8342e-02 6.5713e+00 1.3447e+01 -3.6158e+00
23 -5.0016e+00 2.5383e+00 5.5231e+00 1.7515e+00 4.9567e-01
24 -4.4753e-01 -4.0125e+00 2.3732e+00 5.2031e+00 2.6691e+00
25 -3.8327e+00 -2.2042e+00 2.9475e+00 1.0322e+00 -1.7073e+00
26 1.8618e+00 1.2011e+00 1.8142e+00 8.1066e+00 -4.3048e+00
27 -2.7696e+00 -3.0122e+00 6.5138e+00 5.2831e+00 1.9800e+00
28 -3.5711e+00 7.0709e+00 2.5751e+00 8.3268e-01 1.0025e+00
29 5.6347e-02 -2.2523e+00 2.1357e+00 -1.8657e+00 -2.1542e+00
30 -3.3323e-01 -3.0142e+00 8.3084e-01 -4.1290e-01 4.1415e+00
31 -1.0981e+00 6.6653e+00 6.4716e+00 3.1839e+00 3.4170e+00
32 -3.3158e+00 -7.3372e+00 9.5632e+00 5.1400e+00 1.5564e+00
33 8.3651e-01 1.0808e+01 5.8567e+00 4.4042e+00 4.5629e+00
34 2.1651e+00 -3.3150e+00 1.1812e+01 2.9506e-01 -6.5045e-01
35 6.7940e-01 -1.2749e+00 5.4170e+00 7.8191e+00 -1.0721e+00
36 -2.3430e-01 6.2900e-02 5.5726e+00 5.5589e+00 1.8762e+00
37 -6.8062e-01 -6.0277e+00 1.0498e+00 -9.0202e-02 4.1694e+00
38 -6.5219e-01 9.1448e+00 5.7128e+00 5.4799e+00 -3.5051e+00
39 3.7807e-02 1.1117e+00 1.9629e+00 5.7466e-01 -6.4885e-01
40 -2.5934e+00 2.7151e+00 1.0530e+01 6.0110e+00 2.3323e+00
41 -3.5804e+00 -3.9600e+00 2.6305e+00 9.5576e+00 9.5294e-01
42 -5.8656e+00 2.7885e+00 1.5074e+00 -3.5505e+00 5.0246e+00
43 -2.2676e+00 -3.8476e+00 1.9183e+00 1.8990e+00 1.8981e-01
44 -2.9037e+00 -4.7196e+00 -4.6706e+00 4.2873e+00 8.6574e+00
45 -1.0664e+00 -8.7838e+00 7.9125e+00 4.7597e+00 4.9850e+00
46 -5.6773e-01 7.4490e+00 1.2781e+01 6.9028e+00 3.2871e+00
47 -1.4096e+00 -7.0027e+00 -3.2553e+00 -1.5299e+00 5.2440e+00
