0,1
0.0,2.143063337398626e-09
1.0,1.7637438810053595e-08
2.0,5.88167001723902e-09
3.0,6.694847553359271e-07
4.0,9.530280925266557e-08
5.0,1.2395565998036521e-06
6.0,1.121960916443515e-08
7.0,4.906184213047332e-08
8.0,8.282178062347569e-09
9.0,5.4764347644338864e-08
10.0,4.850589962464663e-05
11.0,6.537274665187847e-08
12.0,1.0697572017369994e-05
13.0,1.014577975289812e-08
14.0,5.803144319402321e-10
15.0,1.321036903753776e-06
16.0,5.178565459176005e-09
17.0,2.8761308663476893e-05
18.0,8.779953565551546e-09
19.0,2.8244124340721936e-08
20.0,2.7302116860135354e-10
21.0,0.0013039782828994698
22.0,3.000340745259216e-07
23.0,1.709262278501718e-07
24.0,4.783007857727132e-08
25.0,5.9750088109625e-10
26.0,4.7493948476038444e-08
27.0,4.288974701370125e-09
28.0,7.630826011636227e-10
29.0,8.368882449501622e-09
30.0,7.72811395620352e-06
31.0,1.2300318523512836e-06
32.0,1.8385157763436537e-09
33.0,8.67114106051689e-09
34.0,1.3842358322638736e-05
35.0,2.0508323670652956e-09
36.0,6.435700987945409e-08
37.0,4.426651647703966e-07
38.0,1.4805044577865292e-06
39.0,1.8324665630002296e-07
40.0,7.54499332477131e-08
41.0,6.31629511367375e-06
42.0,9.946054980214323e-10
43.0,7.865330315927587e-08
44.0,1.89289685425062e-07
45.0,1.3143241007795682e-08
46.0,4.659190817960652e-10
47.0,7.203336529990104e-07
48.0,2.0411081366147635e-11
49.0,2.7527269051690687e-09
50.0,4.739608364100982e-08
51.0,1.814760521515862e-07
52.0,5.8191348676348643e-05
53.0,6.716056673553895e-09
54.0,1.3072236743759112e-06
55.0,2.3611204159299236e-05
56.0,1.2872932451166235e-08
57.0,3.367063579068484e-07
58.0,4.0218837531525695e-09
59.0,7.68759182157279e-06
60.0,3.0346032133575247e-07
61.0,2.4153703347433455e-07
62.0,6.5817853586144714e-06
63.0,7.385311122024503e-08
64.0,4.173278133896242e-08
65.0,1.036863732704299e-09
66.0,6.105304142273319e-10
67.0,1.5299327044252113e-09
68.0,7.411621068004354e-07
69.0,4.159364335278041e-08
70.0,8.118283544009133e-07
71.0,2.965170382407681e-08
72.0,6.298993471864604e-08
73.0,1.724935835463695e-09
74.0,5.237045307590382e-10
75.0,6.541736482844867e-08
76.0,6.239849922398426e-08
77.0,3.7182130291026064e-07
78.0,8.888070784515078e-10
79.0,9.556308692700494e-06
80.0,1.964823611815992e-06
81.0,6.012742505711211e-08
82.0,5.33782548684075e-07
83.0,5.025775287184293e-09
84.0,2.1747052058808008e-07
85.0,2.934612488996713e-07
86.0,5.097125991092797e-09
87.0,2.0305943764605044e-07
88.0,1.5828476141520718e-07
89.0,1.1804691915777249e-06
90.0,1.8794848428646218e-06
91.0,3.5085566493335397e-07
92.0,1.681527334380047e-09
