0 -4.8684 -7.9072 17.476 10.018 -9.2844 19.43 -4.2934 15.339 18.989
1 -8.4596 -7.3223 -8.2423 8.1558 -9.1843 12.119 19.288 18.466 19.367
2 -6.1011 -8.0734 14.704 14.748 -9.1246 12.933 -9.4262 17.296 18.113
3 -2.3406 -4.4916 17.154 16.183 -9.3825 16.789 -9.4667 18.367 13.751
4 -7.756 -6.4514 18.604 12.543 -7.4739 16.453 -8.8922 15.608 18.445
5 -7.7109 -7.7565 13.211 11.73 2.9106 14.535 -5.5503 18.366 15.781
6 -4.8497 -8.7449 7.377 3.1912 -9.4374 18.224 -9.6462 17.28 18.462
7 -8.092 -9.7162 6.4683 8.7186 -8.9637 14.844 -5.2208 14.975 18.357
8 -8.4374 -5.0385 12.666 10.509 -8.1417 16.963 -4.6537 14.538 16.08
9 -7.7956 -6.5658 15.819 8.2338 -7.8521 16.987 -8.1824 13.509 17.129
10 -7.7478 -9.3324 16.288 9.4124 -8.548 13.727 -8.8867 16.698 19.071
