0 -5.308 -0.54192 17.263 -5.5984 -8.9381 13.044 -9.2768 11.151 7.2154
1 -5.579 -1.4068 14.895 -6.0652 -8.6786 14.622 -9.2999 11.37 6.4114
2 -5.4953 -3.9359 16.116 2.5487 -8.0054 17.16 -9.7143 8.7949 10.167
3 -8.0312 -3.1184 18.251 -7.4133 -6.7476 15.795 -9.4627 12.173 6.7004
4 -6.0641 -6.6529 15.021 -7.209 -7.6839 15.587 -9.7185 9.3934 10.55
5 -7.9192 -6.1976 16.379 7.9 -8.3883 16.409 -8.3701 9.1752 7.9947
6 -7.9825 -6.7271 14.663 -6.5713 -8.4343 14.711 -9.631 10.43 10.181
7 -5.6141 -4.6355 15.334 -2.5574 -8.3694 12.979 -9.4861 10.43 9.2946
8 -8.75 -5.2902 14.573 4.1363 -8.1509 13.608 -9.6951 9.4459 9.8979
9 -5.3857 -6.2179 16.266 8.0728 -8.3432 13.567 -9.3709 8.2094 10.478
10 -6.3318 -3.5514 16.252 3.9069 -8.3749 15.074 -9.5055 11.413 10.105
11 -5.5741 -3.0481 17.402 -5.6506 -7.4974 12.803 -9.4866 7.9188 5.9958
12 -6.8035 -4.8752 16.692 3.3668 -8.2668 15.062 -9.4141 8.0449 11.001
13 -5.7747 -6.7716 14.393 -4.4696 -8.3695 14.694 -9.6749 8.7607 11.927
14 -5.8506 -6.1744 15.995 -7.395 -7.0652 14.001 -9.6931 12.504 11.402
15 -5.8665 -5.901 15.47 5.1563 -8.0825 15.298 -9.74 6.8337 9.7444
16 -5.5722 -7.8157 17.184 8.1296 -8.4204 14.808 -9.5318 14.038 6.1546
17 -5.6455 -4.7613 17.76 -6.1951 -7.7313 13.405 -9.6784 10.068 8.7735
18 -5.4827 -5.5168 15.99 -1.1699 -8.5831 13.426 -9.6638 10.754 5.685
19 -7.1533 -7.77 15.15 12.075 -7.3892 14.435 -9.4646 -9.5872 6.388
